emp_no,first_name,last_name,dept_name,from_date,to_date
238422,Vishv,Angelov,Sales,1988-03-08,9999-01-01
238949,Minghong,Cronin,Sales,1987-10-04,9999-01-01
239067,Tadahiko,Pocchiola,Sales,1996-04-02,9999-01-01
239244,Abdulla,Kitai,Sales,1987-02-20,9999-01-01
239415,Susumu,Brender,Production,1993-04-17,9999-01-01
239426,Vesna,Fairtlough,Research,2002-05-07,9999-01-01
239581,Guangming,Marquardt,Sales,1997-06-06,2001-03-21
239664,Sugwoo,Michaels,Production,1992-08-02,9999-01-01
239706,Arunas,Bugrara,Production,1997-04-03,9999-01-01
239748,Bilhanan,Dusink,Sales,1988-06-04,9999-01-01
239803,Oscal,Ernst,Research,1992-05-19,9999-01-01
240011,Heather,Luef,Production,1989-02-24,1992-07-14
240132,Mizuhito,Kobara,Customer Service,1996-08-09,9999-01-01
240236,True,Tischendorf,Production,1986-01-19,9999-01-01
240253,Shrikanth,Ramaiah,Production,1995-05-12,2000-10-15
240285,Kolar,Greenaway,Customer Service,1998-11-14,9999-01-01
240340,Mack,Staylopatis,Production,1985-04-02,9999-01-01
240438,Temple,Cyre,Customer Service,1992-09-30,9999-01-01
240870,Francesca,Chorvat,Production,1992-03-17,9999-01-01
241100,Cedric,Molenaar,Development,1990-10-06,9999-01-01
241254,Jagoda,Anguita,Development,1993-05-11,9999-01-01
241292,Uri,Lampe,Customer Service,2001-12-11,9999-01-01
241567,Emran,Miara,Development,1989-05-02,9999-01-01
241667,Atilio,Olivero,Production,1985-09-04,9999-01-01
241728,Limsoon,Boudaillier,Customer Service,1999-08-08,9999-01-01
241872,Bluma,Fetvedt,Development,2001-11-14,9999-01-01
241917,Wuxu,Poupard,Sales,1994-02-15,1995-09-25
241952,Maya,Anandan,Sales,1996-06-28,1997-11-07
242019,Herb,Murrill,Production,2001-10-28,9999-01-01
242081,Tomokazu,Pargas,Production,1996-11-15,9999-01-01
242104,Richara,Sudkamp,Marketing,1989-09-05,9999-01-01
242237,Hidde,Papsdorf,Sales,1998-11-07,1998-11-23
242314,Miyeon,Burnard,Production,1985-02-07,1985-12-13
242500,Bingning,Iisaku,Sales,1989-06-26,9999-01-01
242611,Frazer,Flanders,Production,1995-08-25,2000-09-25
242800,Kazuyasu,Levergood,Development,1996-02-10,9999-01-01
242867,Paddy,Nittel,Development,1999-11-10,2000-04-14
243018,Bowen,Deverell,Marketing,1998-12-27,9999-01-01
243077,Kazunori,Perz,Production,1999-02-25,9999-01-01
243576,Abdulah,Lodder,Sales,1996-11-10,9999-01-01
243637,Marjo,Delgrange,Marketing,1990-06-24,9999-01-01
243898,Arch,Basawa,Marketing,1998-05-10,9999-01-01
244308,Mokhtar,Rebaine,Marketing,1991-07-23,9999-01-01
244605,Masoud,Suwa,Finance,1998-10-10,9999-01-01
244624,Boaz,Seuren,Research,1987-03-27,9999-01-01
244711,Rosli,Butner,Production,1991-03-20,9999-01-01
244714,Poorav,Clouatre,Production,1996-05-06,9999-01-01
244820,Shigenori,Hertweck,Development,1987-04-13,9999-01-01
244873,Arunachalam,Oppitz,Sales,1986-05-20,9999-01-01
245164,Filipp,Winter,Production,1996-10-24,9999-01-01
245396,Gift,Bottner,Human Resources,1995-03-04,9999-01-01
245664,Manohar,Kilgore,Sales,1998-11-17,9999-01-01
246146,Zhongwei,Melski,Quality Management,1987-09-04,9999-01-01
246244,George,Casperson,Human Resources,2000-01-20,9999-01-01
246364,Alper,Tiemann,Development,1998-10-29,9999-01-01
246764,Shuzo,Czaja,Sales,1997-11-29,9999-01-01
246798,Tianruo,Strooper,Marketing,2001-12-07,9999-01-01
246902,Shih,Shanbhogue,Human Resources,1998-04-19,9999-01-01
247089,Seongbae,Schahn,Sales,1992-12-10,9999-01-01
247122,Xiaobin,Narlikar,Human Resources,1992-02-14,9999-01-01
247447,Tzu,Bakhtari,Production,1994-03-18,9999-01-01
247456,Masako,Bahk,Production,1997-07-31,9999-01-01
247612,Chiranjit,Constantine,Development,1997-05-25,9999-01-01
247875,Xiong,Anick,Marketing,1991-04-23,9999-01-01
247888,Abdelghani,Lagarias,Quality Management,1985-09-06,9999-01-01
248094,Valeska,Lupu,Sales,1998-09-21,2002-04-06
248256,Sajjan,Falby,Sales,1996-08-29,9999-01-01
248351,Jaana,Milicia,Marketing,1985-06-02,9999-01-01
248758,Snehasis,Muhlberg,Customer Service,1994-12-25,9999-01-01
248953,Percy,Sudbeck,Production,1996-08-29,9999-01-01
249239,Hideyuki,Decleir,Development,1994-05-04,9999-01-01
249325,Ute,Pokrovskii,Sales,1997-06-09,9999-01-01
249433,Ayonca,Matzov,Production,1988-06-03,9999-01-01
249451,Gopalakrishnan,Pehl,Development,1995-03-15,2001-06-10
249504,Dmitry,Velardi,Research,1995-10-20,9999-01-01
249780,Nechama,Gaughan,Customer Service,1993-07-09,9999-01-01
249799,Jolita,Neimat,Development,1993-12-27,9999-01-01
249866,Steen,Gubsky,Sales,1989-01-14,9999-01-01
249969,Georgi,Luiz,Production,1991-06-10,9999-01-01
250411,Ranga,Sommen,Sales,1989-01-20,9999-01-01
250452,Alexius,Plavsic,Development,2000-01-17,9999-01-01
250748,Kish,Turnbull,Development,1987-02-10,9999-01-01
251166,Hinrich,Hooghiemstra,Finance,1985-10-05,9999-01-01
251233,Yucel,Bernini,Production,1993-02-19,9999-01-01
251301,Pintsang,Impagliazzo,Sales,1989-05-06,9999-01-01
251341,Divier,Kumaresan,Human Resources,1992-12-05,9999-01-01
251403,Utpal,DuBourdieux,Development,1997-11-19,9999-01-01
251437,Shichao,Iwayama,Development,1989-10-17,9999-01-01
251645,Bezalel,Tsunoo,Sales,1992-06-17,9999-01-01
251680,Moty,Sommen,Development,1990-08-14,9999-01-01
251814,Mitsuyuki,Zockler,Production,1998-09-14,9999-01-01
252185,Chaosheng,Conta,Quality Management,1997-04-14,9999-01-01
252241,Zito,Alvarado,Human Resources,1986-07-07,2000-09-18
252316,Gill,Niizuma,Development,1994-10-08,9999-01-01
252318,Keung,Simmel,Development,1995-11-17,2002-06-24
252392,Sanjeeva,Peron,Production,1993-12-26,9999-01-01
252592,Sachem,McDermid,Development,1987-04-30,1987-12-02
253029,Thodoros,Thimonier,Quality Management,1995-04-05,9999-01-01
253707,Insup,Hainaut,Sales,1998-02-11,9999-01-01
253838,Stafford,Terlouw,Production,1999-02-21,9999-01-01
253893,Huiqun,Trystram,Production,1993-05-10,9999-01-01
254044,Gunilla,Brendel,Quality Management,1992-04-10,9999-01-01
254399,Armond,Lores,Production,1999-09-16,9999-01-01
254591,Mamdouh,Lodder,Sales,1986-03-23,1991-12-09
254787,Mohan,Chepyzhov,Production,1995-04-06,1996-05-26
254821,Tonny,Couchot,Sales,1994-12-12,9999-01-01
254916,Serenella,Couchot,Marketing,2001-01-25,2001-04-13
255466,Huan,Roccetti,Production,1985-07-03,9999-01-01
255657,Oldrich,Cyre,Development,1985-02-10,9999-01-01
255779,Heejo,Merle,Production,1997-09-04,9999-01-01
256078,Duke,Picaronny,Finance,1995-03-23,1995-04-05
256216,Halsur,Brodal,Production,1997-11-22,9999-01-01
256837,Bezalel,Jording,Customer Service,1991-01-16,1998-11-19
256856,Hongzue,Barbanera,Human Resources,1987-06-17,9999-01-01
256881,Ioana,Jakobus,Development,1990-08-10,9999-01-01
256888,Heather,Pehl,Marketing,1993-09-15,9999-01-01
257062,Stabislas,Pardalos,Development,1989-06-21,9999-01-01
257378,Pascal,Bernatsky,Marketing,1988-09-03,9999-01-01
257469,Anyuan,Hanratty,Finance,1988-01-06,9999-01-01
257484,Shaowei,Nicolson,Human Resources,1986-12-07,9999-01-01
257624,Adhemar,Dalphin,Human Resources,1990-06-02,2000-08-26
257799,Sushant,Riefers,Development,1987-12-05,1998-01-08
258028,Mountaz,Reinhart,Research,2001-07-03,9999-01-01
258124,Mariusz,Zolotykh,Sales,1990-07-28,9999-01-01
258363,Tayeb,Veevers,Research,1986-10-10,1991-05-24
258376,Jaber,Falco,Development,1995-10-01,1995-10-11
258470,Weiwu,Butner,Sales,1995-02-14,9999-01-01
258643,Przemyslawa,Esposito,Development,1992-02-27,9999-01-01
259042,Xiaoqiang,Farrow,Sales,1997-01-01,9999-01-01
259237,Palash,Gammage,Customer Service,1987-10-23,9999-01-01
259273,Xiahua,Gomatam,Production,1989-12-01,9999-01-01
259611,Shuichi,Marrakchi,Sales,1990-08-21,9999-01-01
259619,Conal,Magliocco,Finance,1992-05-09,9999-01-01
259718,Stepehn,Bouloucos,Development,1993-12-13,9999-01-01
260083,Kwok,Journel,Human Resources,1997-12-22,1999-02-27
260153,Mingdong,Baar,Development,1991-10-14,9999-01-01
260249,Vugranam,Beausoleil,Customer Service,1998-05-14,9999-01-01
260361,Reinhold,Rahier,Production,1997-10-09,9999-01-01
260399,Hatem,Birsak,Finance,1989-04-10,9999-01-01
260408,Sasan,Brookner,Customer Service,1996-09-03,9999-01-01
260501,Dzung,Pargas,Development,1990-05-17,9999-01-01
260545,Fei,Rebaine,Development,1995-05-05,1999-04-19
261184,Masako,Kornatzky,Production,1987-08-29,9999-01-01
261631,Jianhua,Huttel,Development,1998-02-23,9999-01-01
261662,Berni,Assaf,Finance,1989-09-08,9999-01-01
261737,Mark,Lindqvist,Production,1990-11-22,9999-01-01
261986,Gila,Ramsak,Development,1997-05-13,9999-01-01
261990,Volkmar,Czaja,Sales,1992-04-01,9999-01-01
262154,Wonhee,Vrecion,Production,1986-03-14,1996-08-28
262208,Mrinalini,Holburn,Sales,1987-05-23,9999-01-01
262210,Chinho,Bottner,Development,1985-07-29,9999-01-01
262328,Mayuko,Vural,Sales,1997-12-24,9999-01-01
262439,Lorien,Lagarias,Marketing,1985-10-10,9999-01-01
262440,Subbu,Kaiserswerth,Production,1992-06-15,1999-03-08
262548,Jixiang,Loncour,Development,1994-03-16,2001-02-20
262636,Tamiya,Reutenauer,Production,1992-04-10,9999-01-01
262741,Izaskun,Moffat,Customer Service,1987-04-30,2001-08-14
262752,Pramod,Bierman,Development,1997-12-12,9999-01-01
262861,Kayoko,Attimonelli,Sales,1992-10-14,1999-01-20
262928,Piyush,Gill,Quality Management,1995-02-20,9999-01-01
263012,Hideo,Buchter,Human Resources,1999-05-01,9999-01-01
263186,Danny,Lowrie,Development,1995-09-13,9999-01-01
263325,Dinkar,Sinicrope,Customer Service,1985-07-14,1985-12-22
263370,Shakhar,Ranze,Sales,1999-05-29,9999-01-01
263439,Atreye,Kabayashi,Development,1986-12-15,9999-01-01
263645,Mingsen,Lally,Development,1990-12-04,9999-01-01
263649,Mechthild,Zongker,Sales,1993-07-26,9999-01-01
263721,Abdulah,Horswill,Production,1999-06-12,2000-11-14
263926,Fusako,Schwartzbauer,Sales,1985-04-07,9999-01-01
264001,Khalil,Mapelli,Production,1990-01-15,1992-04-06
264030,Zdislav,Solares,Production,1990-12-14,9999-01-01
264167,Baoqiu,Tomescu,Development,1996-05-01,9999-01-01
264322,Leandro,Swist,Sales,1991-01-06,9999-01-01
264626,Noritoshi,Bakhtari,Marketing,1993-02-03,9999-01-01
264715,Siddarth,Luke,Sales,1993-10-06,1994-07-06
264939,Bogdan,Bahi,Production,1999-02-13,9999-01-01
265039,Navid,Staudhammer,Finance,1992-10-18,9999-01-01
265521,Kensei,Salverda,Production,1993-05-25,9999-01-01
265558,Susuma,Kleiser,Sales,1987-08-02,9999-01-01
265794,Miquel,Halloran,Sales,1994-01-14,9999-01-01
265875,Fan,Marsiglia,Production,1989-09-03,9999-01-01
266206,Zsolt,Anily,Marketing,1985-08-19,9999-01-01
266249,Sumant,Nishimukai,Sales,1991-03-28,9999-01-01
266310,Zvonko,Serdy,Research,1987-06-24,9999-01-01
266644,Anwar,Gubsky,Finance,1993-08-09,9999-01-01
266689,Parke,Serna,Development,1985-03-29,1999-09-23
266862,Mart,Plumb,Research,1986-04-21,9999-01-01
266881,Mokhtar,Sabnani,Marketing,1997-02-04,9999-01-01
266981,Toshimi,Kragelund,Production,1988-02-21,1994-07-05
267059,Moie,Tempesti,Customer Service,1991-06-29,9999-01-01
267227,Susuma,Tagansky,Production,1995-01-22,9999-01-01
267304,Jordanka,Axelband,Sales,1994-06-27,9999-01-01
267504,Mayuri,Flowers,Finance,1997-05-12,2000-11-07
267667,Irena,Kaiserswerth,Sales,1987-09-05,9999-01-01
267745,Wojceich,Honglei,Development,1991-12-28,2000-05-01
268043,Narain,Mikschl,Development,1997-11-02,9999-01-01
268191,LiMin,Teitelbaum,Production,1990-11-01,9999-01-01
268890,Somnath,Uhrik,Production,1988-01-14,1994-12-09
269186,Vitali,Dayang,Development,1988-09-21,1992-10-21
269568,Rimli,Walston,Marketing,1996-01-28,1999-08-10
269728,Naftali,Kragelund,Marketing,1987-05-16,9999-01-01
270084,Ulises,Frolund,Marketing,1986-07-26,9999-01-01
270716,Shunichi,Baer,Sales,1998-02-04,9999-01-01
270792,Domenico,Wendorf,Production,1990-09-10,1992-12-28
270794,Dannz,Zhang,Marketing,1991-06-26,9999-01-01
270821,Hatem,Bierbaum,Marketing,2000-03-26,2000-04-11
271106,Taisook,Kampfer,Production,1997-11-30,9999-01-01
271118,Somnath,Nitsche,Production,1987-08-15,1999-10-10
271219,Odoardo,Tyugu,Production,1994-11-07,9999-01-01
271975,Yuchang,Busillo,Production,1986-03-30,1989-11-14
272141,Tsutomu,Neiman,Development,1996-07-31,9999-01-01
272285,Gully,Mitchem,Customer Service,1986-01-22,9999-01-01
272316,Surveyors,Muhling,Production,1999-07-19,9999-01-01
272452,Mitsuyuki,Isard,Research,2002-02-27,9999-01-01
272599,Holgard,Hegner,Marketing,1993-07-15,9999-01-01
272860,Minghong,Candan,Production,1994-02-10,9999-01-01
273159,Divine,Hofmeyr,Development,1989-04-14,9999-01-01
273274,Yolla,Kobara,Production,1995-12-29,1997-04-16
273286,Brigham,Asmuth,Development,1989-01-23,9999-01-01
273396,Wayne,Baba,Development,1998-03-07,9999-01-01
273806,Hongzhu,Beetstra,Customer Service,1997-08-18,9999-01-01
273858,Gunilla,Matzen,Sales,1990-12-28,9999-01-01
274071,Mingsen,Weiland,Human Resources,1995-10-12,9999-01-01
274271,Prodip,Ritcey,Sales,1986-09-10,9999-01-01
274369,Ranga,Waymire,Research,1997-01-27,9999-01-01
274813,Yefim,Pettey,Sales,1993-08-07,9999-01-01
275158,Satyanarayana,Brandsma,Development,1999-12-08,9999-01-01
275263,Vojin,Laventhal,Development,1991-10-18,9999-01-01
275444,Limsoon,Leppanen,Development,1993-01-21,9999-01-01
275495,Shen,Yamaashi,Sales,1995-02-19,9999-01-01
275801,Ayakannu,Heinisuo,Sales,1986-06-28,9999-01-01
275881,Jiann,Munro,Production,1988-05-18,9999-01-01
275994,Uma,Prampolini,Production,1991-02-21,9999-01-01
276027,Holgard,Stavenow,Research,1986-02-28,9999-01-01
276184,Mari,Swick,Sales,1991-04-08,9999-01-01
276186,Sajjad,Vecchi,Human Resources,1993-06-02,9999-01-01
276189,Isaac,Klerer,Human Resources,1995-03-19,9999-01-01
276445,Atilio,Randi,Production,1988-07-02,9999-01-01
276472,Hideyuki,Flanders,Development,1988-11-10,9999-01-01
276563,Gift,Solares,Customer Service,1995-08-01,9999-01-01
276868,Alois,Sanella,Marketing,1998-03-13,9999-01-01
276922,Yongmin,Sidje,Research,2001-10-31,2002-02-20
277316,Vitali,Rothenberg,Sales,1989-10-04,9999-01-01
277362,Uzi,Kugler,Customer Service,1991-01-12,9999-01-01
277420,Rayond,Schach,Production,1995-04-22,9999-01-01
277777,Herbert,Itzigehl,Development,1990-07-04,9999-01-01
277829,Michaela,Fandrianto,Development,1986-06-02,9999-01-01
277926,Shaunak,Solovay,Sales,1992-12-26,1994-01-13
278239,Boaz,Bottner,Research,1994-02-06,9999-01-01
278386,Caolyn,Poujol,Quality Management,1995-12-03,9999-01-01
278452,Sudhanshu,Toyoshima,Human Resources,1987-08-29,9999-01-01
278484,Koldo,Peternell,Research,1992-11-05,1993-04-06
278536,Munenori,Shobatake,Marketing,1992-01-10,9999-01-01
278549,Jaana,Werthner,Sales,1989-07-27,9999-01-01
278883,Hidefumi,Saoudi,Production,1990-09-15,1996-05-18
278953,Jeanna,Ghandeharizadeh,Development,1990-08-11,9999-01-01
279115,Maren,DuCasse,Development,1997-11-29,9999-01-01
279280,Niranjan,Debuse,Production,1992-09-21,9999-01-01
279384,Hugo,Comte,Research,1992-06-30,1993-12-05
279791,Chiranjit,Lyonns,Development,1986-12-24,9999-01-01
280029,Vasilii,Verhaegen,Sales,1991-03-25,1991-04-24
280070,Niteen,Ebeling,Human Resources,1988-03-29,9999-01-01
280291,Lenore,Badache,Customer Service,1998-11-24,9999-01-01
280411,Hironoby,Farrar,Production,1987-11-03,1996-11-12
280420,Jahangir,Hofting,Sales,1986-09-28,9999-01-01
280525,Kish,Herbst,Sales,1996-08-18,9999-01-01
280648,Heeju,Lorys,Production,1986-12-27,9999-01-01
280836,Ipke,Farrar,Production,1991-03-04,1999-12-03
281180,Phillip,Fontet,Customer Service,1991-09-03,1998-02-07
281570,Zijian,Covnot,Development,1994-09-13,9999-01-01
281692,Khosrow,Sommen,Quality Management,1990-03-03,9999-01-01
281834,Fumitake,Marchegay,Production,1991-09-29,1997-06-12
281848,Parke,Staylopatis,Development,1993-07-31,9999-01-01
281859,Masanao,Papastamatiou,Production,1985-11-25,9999-01-01
282000,Hideo,Ratnakar,Quality Management,1985-06-13,1998-03-20
282191,Alper,Shinomoto,Development,1997-10-20,9999-01-01
282333,Nahla,Serdy,Research,1993-09-09,9999-01-01
282343,Xinglin,Haldar,Sales,1988-07-20,9999-01-01
282547,Nahum,Codenie,Development,1999-06-14,9999-01-01
282585,Zijian,Lammel,Customer Service,1996-07-01,9999-01-01
282699,Candida,Felcyn,Development,1986-08-04,2002-05-25
282862,Chenxi,Pusterhofer,Finance,1996-06-02,2000-07-12
282894,Fay,Bellmore,Development,1989-05-03,9999-01-01
283041,Nathalie,Foote,Quality Management,1991-07-20,1992-06-20
283138,Cullen,Mikschl,Human Resources,1990-01-16,1990-03-11
283168,Sanjai,Kopetz,Quality Management,1999-05-21,2000-06-07
284045,Fun,Seiwald,Development,1994-06-24,2000-02-15
284300,Ishfaq,Mahmud,Marketing,1991-11-29,9999-01-01
284431,Pintsang,Fujisawa,Sales,1996-04-16,9999-01-01
284561,Duri,Beznosov,Quality Management,1988-02-15,9999-01-01
284687,Oksana,Redmiles,Development,1985-06-22,9999-01-01
284691,Theron,Ressouche,Development,1988-08-17,9999-01-01
284711,Martijn,Azevdeo,Development,1988-02-10,9999-01-01
284717,Gal,Ranta,Development,1992-11-07,9999-01-01
284856,Moto,Kobara,Quality Management,1991-12-12,9999-01-01
284954,Anneke,Hammerschmidt,Quality Management,1996-01-30,9999-01-01
285149,Nahum,Schahn,Quality Management,1998-02-17,2000-03-15
285164,Xiaocheng,Kumaresan,Sales,1994-10-03,9999-01-01
285318,Theron,Ravishankar,Development,1991-12-27,1999-10-09
285396,Lena,Kohling,Development,1986-10-04,9999-01-01
285905,Kellyn,Bage,Research,1994-11-04,9999-01-01
285906,Arnould,Buescher,Development,1998-03-26,9999-01-01
286026,Utpal,Zaumen,Sales,1991-02-25,9999-01-01
286029,Jaques,Nanard,Customer Service,1996-07-16,9999-01-01
286370,Toshimitsu,Seuren,Human Resources,1995-01-19,9999-01-01
286452,Behnaam,Bierbaum,Development,1999-01-31,9999-01-01
286573,Nahum,Nishimukai,Production,1994-07-29,9999-01-01
286779,Sigeru,Versino,Production,1998-08-31,9999-01-01
286986,Woody,Trelles,Development,1996-05-23,9999-01-01
287323,Steve,Dengi,Sales,1999-09-15,9999-01-01
287327,Youjian,Felder,Human Resources,1993-07-15,9999-01-01
287334,Elliott,Speer,Production,1998-08-08,9999-01-01
287436,Sasan,Deville,Quality Management,1994-10-11,2001-04-25
287482,Shigeaki,Gihr,Quality Management,1994-03-18,9999-01-01
287583,Jovan,Hockney,Production,1990-06-21,9999-01-01
287609,Sailaja,Negoita,Development,1988-01-20,9999-01-01
287713,Aamod,Ranka,Finance,1992-12-07,9999-01-01
287808,Vidar,Ozeki,Development,1996-06-17,9999-01-01
287822,Mooi,Perfilyeva,Production,1999-01-04,2000-09-04
287983,Randi,Munos,Marketing,1990-09-07,9999-01-01
287984,Troy,Kobuchi,Development,1991-02-12,9999-01-01
288028,Kauko,Narwekar,Development,1985-12-16,9999-01-01
288134,IEEE,VanScheik,Human Resources,1992-02-11,1993-11-20
288142,Shay,Heystek,Sales,1989-04-01,9999-01-01
288166,Masoud,Asmuth,Human Resources,1994-09-05,9999-01-01
288560,Yifei,Birjandi,Marketing,1994-02-07,9999-01-01
288563,Cristinel,Gerlach,Production,1996-01-09,9999-01-01
288606,Susumu,Swiss,Sales,1991-11-15,9999-01-01
288665,Horward,Khasidashvili,Development,1998-11-19,9999-01-01
288848,Vivian,Hennebert,Sales,1991-04-10,1994-06-11
288893,Bedrich,Rosenbaum,Development,1991-01-27,9999-01-01
289122,Nikolaus,Akaboshi,Customer Service,1990-09-20,1995-07-04
289454,Bowen,Narwekar,Development,1985-03-08,9999-01-01
289687,Fai,Maccarone,Research,1985-10-30,9999-01-01
289807,Soenke,Lemarechal,Customer Service,1994-09-04,9999-01-01
289909,Hilari,Vecchio,Sales,1993-04-24,9999-01-01
290009,Zijian,Rindone,Human Resources,1989-07-09,9999-01-01
290010,Fox,Lodder,Sales,1988-02-17,1994-01-29
290075,Boalin,Byoun,Human Resources,1990-10-01,9999-01-01
290284,Kwangjo,Menhardt,Development,1996-01-11,9999-01-01
290441,Gregory,Collavizza,Sales,1987-09-09,9999-01-01
290467,Shaowen,Poulakidas,Research,1987-04-15,9999-01-01
290478,Tsvetan,Sherertz,Quality Management,1989-08-07,9999-01-01
290563,Shigehiro,Oxenboll,Production,1986-02-26,9999-01-01
290769,Lalit,Blokdijk,Development,1999-02-01,9999-01-01
291349,Constantijn,Rusterholz,Customer Service,1998-08-28,1998-11-13
291352,Danai,Trelles,Research,1997-08-26,9999-01-01
291368,Gita,Rodier,Sales,1990-08-24,1994-04-27
291612,Siamak,Gomatam,Development,1998-07-08,9999-01-01
291669,Faiza,Bach,Development,1999-09-13,9999-01-01
291755,Ebru,Doering,Production,1994-08-27,2001-04-06
291819,Uriel,Georg,Customer Service,1991-06-08,1999-06-22
292110,Menkae,Showalter,Development,1996-08-09,9999-01-01
292146,Khatoun,Pulkowski,Development,2002-01-09,9999-01-01
292210,Masaru,Huhdanpaa,Development,1996-11-23,9999-01-01
292374,Shridhar,Chvatal,Development,1990-05-09,1995-08-27
292404,Hongzue,Zultner,Research,1990-02-22,9999-01-01
292504,Georgi,Bednarek,Quality Management,1994-03-02,9999-01-01
292515,Bernd,Thummel,Development,1989-08-03,9999-01-01
292828,Ziya,Tokunaga,Production,1986-01-08,9999-01-01
292901,Shuky,Journel,Development,1985-02-14,1995-04-27
293080,Hideyuki,Slaats,Human Resources,1987-05-30,9999-01-01
293154,Syozo,Maliniak,Marketing,1993-06-06,9999-01-01
293280,Moti,Steenbeek,Development,1987-01-22,9999-01-01
293329,Fumiya,Griswold,Development,1986-06-12,9999-01-01
293746,Sanjay,Litecky,Development,1995-08-27,9999-01-01
293752,Jungsoon,Bail,Sales,1986-02-18,9999-01-01
294144,Takanari,Ermel,Sales,1992-01-11,9999-01-01
294241,Marl,Fiebach,Finance,1994-07-26,9999-01-01
294446,Claudi,Ruemmler,Finance,1999-08-13,9999-01-01
294461,Siddarth,Rosiles,Development,1985-11-18,9999-01-01
294527,Ashish,Candan,Marketing,1992-02-02,9999-01-01
294652,Hironobu,Brodie,Research,1998-12-21,9999-01-01
294791,Vesna,Lammel,Development,1999-10-08,9999-01-01
294857,Caolyn,Ozeri,Development,1986-07-29,9999-01-01
294996,Tomoyuki,Vigier,Sales,1991-07-08,2000-03-08
295030,Fun,Keirsey,Customer Service,1985-07-09,9999-01-01
295236,Kauko,Fujisawa,Development,1987-09-13,9999-01-01
295254,Xuejun,Pfau,Human Resources,1985-07-24,9999-01-01
295255,Jacopo,Bellone,Production,1988-03-13,9999-01-01
295262,Moon,Pews,Production,1994-08-06,9999-01-01
295268,Eben,Calkin,Human Resources,1996-12-19,9999-01-01
295278,Val,Barvinok,Development,1990-01-02,9999-01-01
295411,Chiranjit,Serot,Sales,1997-04-04,9999-01-01
295476,Shawna,Chiodo,Development,1999-01-22,1999-04-05
295857,Kankanahalli,Ciolek,Human Resources,1989-12-26,9999-01-01
296062,Shaz,Driscoll,Research,1998-10-03,9999-01-01
296303,Mariangiola,Heyers,Development,1992-08-04,9999-01-01
296428,Charmane,Simmen,Sales,1989-03-07,9999-01-01
296610,Pranav,Berztiss,Production,1990-10-06,1996-09-09
296621,Bokyung,Plump,Production,1986-07-05,1989-04-27
296664,Dipayan,Geffroy,Production,1987-09-17,9999-01-01
296687,Palash,Spieker,Research,1991-05-11,9999-01-01
296718,Kamakshi,Bahl,Production,1987-12-22,9999-01-01
296962,Wilmer,Luke,Production,1987-02-13,1999-02-15
297008,Boutros,Awdeh,Finance,1985-11-07,1988-07-11
297232,Lokesh,Saoudi,Sales,1999-05-25,9999-01-01
297243,Tesuya,Mansanne,Customer Service,1993-10-08,1997-06-01
297431,Cathie,Ratnakar,Marketing,1996-06-23,9999-01-01
297474,Irena,Terkki,Research,1998-03-11,9999-01-01
297804,Vasilis,Ginneken,Quality Management,1985-09-13,1990-04-08
297905,Marc,Bahl,Development,1997-06-18,9999-01-01
297954,Sailaja,Fujisaki,Production,1995-07-24,9999-01-01
298339,King,Benzmuller,Development,1986-09-04,9999-01-01
298479,Kamakshi,Badache,Marketing,1996-06-11,1999-03-11
298577,Florina,Litecky,Finance,1985-12-02,9999-01-01
298953,Zita,Syang,Finance,1998-12-29,9999-01-01
299346,Fumitake,Sichman,Human Resources,1991-02-21,9999-01-01
299580,Luisa,Itzfeldt,Quality Management,1997-01-23,9999-01-01
299718,Denny,Shobatake,Research,1997-06-22,9999-01-01
299737,Patricio,Itzfeldt,Sales,1985-05-21,9999-01-01
400046,Hilari,Christ,Development,1996-10-07,9999-01-01
400344,Yishai,Sessa,Development,1996-08-21,2000-09-30
400358,Angus,Jullig,Development,1989-04-13,9999-01-01
400683,Kamakshi,Manders,Sales,1995-08-05,9999-01-01
400780,Poornachandra,Asser,Development,1993-11-07,9999-01-01
400796,Bodo,Halevi,Development,1996-05-30,9999-01-01
401154,Danae,Kragelund,Human Resources,1987-05-20,9999-01-01
401278,Oguz,Schurmann,Production,1986-11-11,9999-01-01
401333,Martins,Shokrollahi,Production,1986-11-04,9999-01-01
401364,Pranay,Kambil,Research,1999-07-30,2002-04-06
401420,Florian,Uhrig,Customer Service,1987-01-31,9999-01-01
401574,Yannik,Falco,Production,1988-01-15,9999-01-01
402025,Shigehito,Duclos,Quality Management,1987-09-20,9999-01-01
402102,Kersti,Granlund,Development,1995-03-19,9999-01-01
402223,Fai,Breugel,Sales,1995-02-27,1999-10-08
402664,Subhada,Janetzko,Production,1987-01-25,9999-01-01
402718,Jeanna,Rettelbach,Development,1990-02-14,9999-01-01
402827,Weidon,Pollacia,Human Resources,2002-03-24,9999-01-01
403010,Toshimitsu,Sluis,Development,1985-02-18,9999-01-01
403237,Muneo,Gunderson,Development,1985-12-08,1993-09-19
403455,Marko,Velardi,Development,1992-11-22,2001-08-27
403621,Deborah,Kaminger,Marketing,1988-06-04,9999-01-01
403644,Krisda,Hainaut,Human Resources,1995-07-08,9999-01-01
403954,Jeanna,Bratten,Development,1990-07-26,9999-01-01
404018,Valery,Babb,Development,1998-10-19,9999-01-01
404236,Zengping,Kakkar,Development,1988-07-22,9999-01-01
404462,Anestis,Setlzner,Development,1985-07-13,9999-01-01
404573,Eberhardt,Spelt,Human Resources,1997-07-05,9999-01-01
